episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
1147,0,0,-565.8625952447609,0,1,0,700,0.05,-537.7717088830432,9,2,-495.59052780732145,0,32,-414.6432748379657,0,5,-954.6421880871699,36,5,-426.6652766083038,0,9
1148,7,0,-406.5997514559326,0,1,0,700,0.05,-399.4656292092028,0,0,-432.4325622260982,0,11,-399.2862330811808,0,0,-399.595114981187,0,0,-402.21921778199373,0,1
1149,6,0,-440.871878202293,0,1,0,700,0.05,-447.7225218515805,0,16,-543.5646507985507,8,8,-399.58266772335577,0,0,-414.27863889417716,0,5,-399.2109117438007,0,0
1150,0,1,-404.5550891999374,0,1,0,700,0.05,-423.2684701622455,0,8,-399.6865023532985,0,0,-399.74919552425064,0,0,-399.8629004160632,0,0,-400.2083775438304,0,0
1151,3,0,-400.61183797094765,0,1,0,700,0.05,-399.59687985521543,0,0,-399.3672015082394,0,0,-399.25493261065,0,0,-399.4533792790044,0,0,-405.386796601631,0,2
1152,2,0,-399.29899805675046,0,1,0,700,0.05,-399.05088574738846,0,0,-399.4617448629735,0,0,-399.27908232707193,0,0,-399.3531938265198,0,0,-399.35008351979576,0,0
1153,3,1,-441.6440761098969,0,1,0,700,0.05,-399.6412492753661,0,0,-399.5947452605302,0,0,-399.6279557307999,0,0,-504.7056220848578,0,35,-504.6508081979315,7,0
1154,4,0,-399.45167268198543,0,1,0,700,0.05,-399.4033132179826,0,0,-399.6207889339933,0,0,-399.4501433780309,0,0,-399.4455292728914,0,0,-399.3385886070268,0,0
1155,2,1,-539.7049547597455,0,1,0,700,0.05,-981.6868453643275,38,4,-487.03200970107474,0,29,-399.98759092398075,0,0,-429.94212211197845,2,0,-399.8762056973649,0,0
1156,1,1,-403.58600591366417,0,1,0,700,0.05,-399.1042131854881,0,0,-399.1209423493612,0,0,-399.49912828172756,0,0,-399.49264754690864,0,0,-420.71309820483594,0,8
1157,5,1,-413.937384575453,0,1,0,700,0.05,-399.7070611056496,0,0,-438.6458770266998,1,8,-417.71119159612545,1,1,-414.5308635066791,1,0,-399.0919296421127,0,0
1158,6,1,-778.7878805565458,0,1,0,700,0.05,-471.33527002657894,0,24,-399.2992682142121,0,0,-1128.8232028023108,0,244,-1479.7720426199376,0,361,-414.70961911968834,0,5
1159,4,1,-432.06117195681,0,1,0,700,0.05,-398.46457731786893,0,0,-398.8625012744382,0,0,-399.1227641215577,0,0,-399.46317607110024,0,0,-564.3928409990876,11,0
1160,7,1,-399.5764786989828,0,1,0,700,0.05,-399.0233769767272,0,0,-399.6047534346392,0,0,-399.62652797974476,0,0,-399.6932458952293,0,0,-399.9344892085731,0,0
1161,1,0,-426.70686453785953,0,1,0,700,0.05,-399.2271468106124,0,0,-399.4869355075255,0,0,-399.974198119724,0,0,-534.888094410556,9,0,-399.9579478408814,0,0
1162,5,0,-462.77548826309373,0,1,0,700,0.05,-399.75428715742135,0,0,-400.00520202562643,0,0,-519.6719964685315,8,0,-594.8544390673354,13,0,-399.59151659655276,0,0
1163,5,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,1
1164,0,0,-408.32748462452906,0,1,0,700,0.05,-399.3606013956251,0,0,-444.3178675789963,3,0,-399.2652547286798,0,0,-399.4230597989986,0,0,-399.27063962034384,0,0
1165,7,0,-562.7658655916949,0,1,0,700,0.05,-1005.4025652081164,0,203,-423.801947794905,1,3,-543.6708569428704,9,3,-408.55918917889636,0,3,-432.3947688336855,0,11
1166,6,0,-411.30202162161413,0,1,0,700,0.05,-399.1042075667257,0,0,-399.0985075391383,0,0,-444.357628505385,3,0,-399.4840390213164,0,0,-414.46572547550596,1,0
1167,0,1,-455.8925870426121,0,1,0,700,0.05,-492.6072413617312,0,31,-411.7823157997419,0,4,-490.2903863011678,6,0,-484.4028546384694,5,3,-400.38013711195055,0,0
1168,3,0,-440.38108820683533,0,1,0,700,0.05,-402.451443774301,0,1,-510.41892912326887,0,37,-414.84039480428254,1,0,-459.6807738719152,4,0,-414.51389946040837,1,0
1169,3,0,208.9884524161814,1,0,0,53,0.05,209.2470964143274,0,0,208.88627134665276,0,0,208.89103286769767,0,0,208.98976677053267,0,0,208.9280946816965,0,0
1170,2,0,-399.2795874728788,0,1,0,700,0.05,-398.92865644851986,0,0,-399.10459935791334,0,0,-399.41545800574005,0,0,-399.49949542563945,0,0,-399.4497281265825,0,0
1171,3,1,-399.90730589124297,0,1,0,700,0.05,-399.77170545580816,0,0,-399.94538083576737,0,0,-399.9411756700453,0,0,-399.94202038721596,0,0,-399.93624710737714,0,0
1172,4,0,-399.2736257717852,0,1,0,700,0.05,-399.28467322115813,0,0,-399.13348076528735,0,0,-399.36794423693675,0,0,-399.19574873963523,0,0,-399.38628189590787,0,0
1173,2,1,-399.1553908022347,0,1,0,700,0.05,-398.99567190777447,0,0,-399.337710548467,0,0,-399.3446044376665,0,0,-399.0208054721347,0,0,-399.0781616451315,0,0
1174,1,1,-402.42406090018375,0,1,0,700,0.05,-399.6879236675093,0,0,-399.65375749208977,0,0,-399.45862427030005,0,0,-399.2296702405957,0,0,-414.09032883042346,0,5
1175,5,1,-421.7622952118791,0,1,0,700,0.05,-510.44207063874563,0,37,-399.8076602584365,0,0,-399.7122237004123,0,0,-399.51755275718773,0,0,-399.3319687046144,0,0
1176,6,1,-405.2302916287215,0,1,0,700,0.05,-398.6391202101442,0,0,-399.25015654806117,0,0,-399.26912376480266,0,0,-429.46028619280276,0,10,-399.5327714277994,0,0
1177,4,1,-399.19684500818676,0,1,0,700,0.05,-399.0995168544566,0,0,-399.1025734898166,0,0,-399.22151159775797,0,0,-399.24983150597774,0,0,-399.3107915929235,0,0
1178,7,1,-450.4565799593802,0,1,0,700,0.05,-399.2262599690455,0,0,-414.4509330174058,1,0,-504.3704087597452,7,0,-429.7141368733283,2,0,-504.52116117737563,7,0
1179,1,0,-399.68147784039473,0,1,0,700,0.05,-399.7361644751109,0,0,-399.79466294100706,0,0,-399.73919409105525,0,0,-399.63440548978264,0,0,-399.50296220501616,0,0
1180,5,0,-399.69318775530644,0,1,0,700,0.05,-399.4371917270683,0,0,-399.6412522832291,0,0,-399.63804423294425,0,0,-399.8604373754373,0,0,-399.8890131578535,0,0
1181,0,0,-399.131551395775,0,1,0,700,0.05,-398.8596995346617,0,0,-399.12042572288345,0,0,-399.14053466399434,0,0,-399.1489676096375,0,0,-399.38812944769654,0,0
1182,7,0,-463.6548801606762,0,1,0,700,0.05,-402.7523453039111,0,1,-399.75340279830795,0,0,-714.6053133185599,0,105,-399.15221955322727,0,0,-402.0111198293767,0,1
1183,6,0,-608.9997193233232,0,1,0,700,0.05,-399.23079374085603,0,0,-1410.7107398528076,66,7,-411.5750379640315,0,4,-399.726550147175,0,0,-423.75547491174683,0,8
1184,0,1,-399.5183774369835,0,1,0,700,0.05,-399.23067926018973,0,0,-399.4028044016072,0,0,-399.6644996642497,0,0,-399.6285860301096,0,0,-399.66531782876314,0,0
1185,0,1,225.26139901406714,1,0,0,32,0.05,225.21925453707186,0,0,225.19487345758324,0,0,225.20196060074124,0,0,225.2116750629341,0,0,225.47923141200545,0,0
1186,3,0,-421.87702300936945,0,1,0,700,0.05,-510.62900847531506,0,37,-399.67119352735,0,0,-399.6455834980097,0,0,-399.60787263879826,0,0,-399.8314569073719,0,0
1187,2,0,-399.62893383145257,0,1,0,700,0.05,-399.45859512730055,0,0,-399.6929216206674,0,0,-399.672041179927,0,0,-399.65299666148275,0,0,-399.66811456788713,0,0
1188,3,1,-414.5970397073109,0,1,0,700,0.05,-398.59340651791524,0,0,-444.0819964558245,0,15,-420.0863143139116,0,7,-399.122359165677,0,0,-411.1011220832262,0,4
1189,4,0,-399.1390160479484,0,1,0,700,0.05,-398.90256524560004,0,0,-399.2931740542654,0,0,-399.25082848912564,0,0,-399.1709314109177,0,0,-399.0775810398327,0,0
1190,2,1,-402.39427989095304,0,1,0,700,0.05,-399.0649198323859,0,0,-399.2635504799567,0,0,-399.34754218205455,0,0,-399.6221731649289,0,0,-414.67321379544023,1,0
1191,1,1,-399.4484525765014,0,1,0,700,0.05,-399.3129036136633,0,0,-399.34779516170494,0,0,-399.42326322591606,0,0,-399.44103512080113,0,0,-399.7172657604211,0,0
1192,5,1,-435.4927308341278,0,1,0,700,0.05,-522.5412531769246,7,6,-399.72143835698733,0,0,-399.2980262385732,0,0,-450.42458246511393,0,17,-405.4783539330388,0,2
1193,6,1,-399.2868924882251,0,1,0,700,0.05,-399.3108915998273,0,0,-399.33106874737905,0,0,-399.31847714443944,0,0,-399.2948995601225,0,0,-399.1791253893591,0,0
1194,4,1,-402.62244194442496,0,1,0,700,0.05,-399.1585296315741,0,0,-405.66552383664174,0,2,-399.7808955373394,0,0,-408.7451859070387,0,3,-399.76207480953366,0,0
1195,7,1,-400.8318974059685,0,1,0,700,0.05,-402.6045709801602,0,1,-402.6728402976051,0,1,-399.68904774578647,0,0,-399.5068538641454,0,0,-399.6861741421427,0,0
1196,1,0,-403.1671990876723,0,1,0,700,0.05,-399.2734349447758,0,0,-414.5352396731499,0,5,-402.62816947652993,0,1,-399.5675880036429,0,0,-399.83156334026035,0,0
1197,5,0,-456.4427698118912,0,1,0,700,0.05,-432.71258481679286,0,11,-601.0091040365334,0,67,-406.0096255734814,0,2,-427.10768442654916,0,9,-415.37485020610103,1,0
1198,0,0,-399.6435733810669,0,1,0,700,0.05,-399.31872243814354,0,0,-399.5478151861717,0,0,-399.69410640121947,0,0,-399.73430740554164,0,0,-399.9229154742572,0,0
1199,7,0,-399.3966027918419,0,1,0,700,0.05,-399.1256910628945,0,0,-399.3600321682876,0,0,-399.56291133296247,0,0,-399.5538996465966,0,0,-399.3804797484685,0,0
1200,6,0,-459.5288097446072,0,1,0,700,0.05,-444.3995657053857,3,0,-399.61598476965025,0,0,-510.63975975102295,6,7,-543.4985561256501,1,43,-399.4901823713272,0,0
1201,0,1,-405.60802237107407,0,1,0,700,0.05,-399.73212438945575,0,0,-399.56973744150173,0,0,-408.70463870481177,0,3,-399.41007421412337,0,0,-420.6235371054786,0,7
1202,3,0,-412.9251733348226,0,1,0,700,0.05,-398.76210365320156,0,0,-399.0539646627246,0,0,-399.3218236092646,0,0,-450.17942881847927,3,2,-417.3085459304422,1,1
1203,2,0,-455.88457899539395,0,1,0,700,0.05,-399.6915036051403,0,0,-403.1046006715371,0,1,-616.1667429886085,12,12,-460.25532929499315,4,0,-400.2047184166895,0,0
1204,3,1,-428.55096782358174,0,1,0,700,0.05,-429.4641355159121,0,11,-435.4324319553266,0,12,-408.5134013868081,0,3,-465.98659385242166,3,7,-403.3582764074392,0,1
1205,5,1,-232.60809664850842,1,0,0,615,0.05,-232.30493241950575,0,0,-232.79639141880415,0,0,-232.90183518683648,0,0,-232.68231019017696,0,0,-232.3550140272195,0,0
1206,4,0,-399.5186015814845,0,1,0,700,0.05,-398.9032094086357,0,0,-399.4530295826052,0,0,-399.6285279721106,0,0,-399.80691469632444,0,0,-399.8013262477486,0,0
1207,2,1,-439.0998793062193,0,1,0,700,0.05,-399.3519705536288,0,0,-399.3834215183808,0,0,-519.4014707289114,8,0,-399.49196160221527,0,0,-477.87057212796134,5,1
1208,1,1,-453.288636514042,0,1,0,700,0.05,-489.27543120381563,6,0,-564.3729969493063,11,0,-414.39206673175113,1,0,-399.22728437265584,0,0,-399.1754033126808,0,0
1209,1,1,215.44132439131621,1,0,0,45,0.05,215.68697917309146,0,0,215.41916433507112,0,0,215.40933760336645,0,0,215.39304009384435,0,0,215.29810075120764,0,0
1210,6,1,-442.1260147585574,0,1,0,700,0.05,-399.58497536650333,0,0,-489.67269607672733,6,0,-399.5796783458537,0,0,-516.4930556198756,5,14,-405.2996683838263,0,2
1211,4,1,-412.6273280605907,0,1,0,700,0.05,-408.4977953606281,0,3,-399.7099526682982,0,0,-456.41035726532033,0,19,-399.42332314640265,0,0,-399.09521186230234,0,0
1212,7,1,-399.1443241948897,0,1,0,700,0.05,-398.875837791154,0,0,-399.06981965579524,0,0,-399.104477014613,0,0,-399.072991359975,0,0,-399.5984951529101,0,0
1213,7,1,213.63967574097313,1,0,0,47,0.05,213.6591654670162,0,0,213.66126808718332,0,0,213.64203360098082,0,0,213.6191230984275,0,0,213.61678845125792,0,0
1214,1,0,-445.2241763143604,0,1,0,700,0.05,-426.6447558320125,0,9,-402.58394492809737,0,1,-402.7129106206931,0,1,-414.7002992123567,1,0,-579.4789709786446,12,0
1215,5,0,-461.746680919095,0,1,0,700,0.05,-399.60574393387134,0,0,-639.6343216779944,16,0,-424.07549557136315,0,8,-400.130082545645,0,0,-445.2877608666031,3,0
1216,0,0,-400.1429574971633,0,1,0,700,0.05,-399.35599818937044,0,0,-399.60765701022723,0,0,-399.61355676008714,0,0,-399.5831825400474,0,0,-402.5543929860847,0,1
1217,7,0,-399.31096811056346,0,1,0,700,0.05,-399.6760712854981,0,0,-399.4567216713358,0,0,-399.27200523220694,0,0,-399.15054595701935,0,0,-398.9994964067581,0,0
1218,6,0,-405.8548855822684,0,1,0,700,0.05,-432.18992481833413,0,11,-399.1372998618607,0,0,-399.41810184056425,0,0,-399.2414770895616,0,0,-399.28762430102046,0,0
1219,0,1,-425.10095210924425,0,1,0,700,0.05,-399.1480543573446,0,0,-519.0388107915165,8,0,-399.40863030890813,0,0,-399.2808929056436,0,0,-408.6283721828076,0,3
1220,0,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
1221,3,0,-438.6749609284337,0,1,0,700,0.05,-428.6323454838735,2,0,-413.85636021446754,1,0,-398.8862911356923,0,0,-516.4850859942834,0,39,-435.51472181385094,0,13
1222,2,0,-402.5673412504912,0,1,0,700,0.05,-414.49043065945057,1,0,-399.65105671732715,0,0,-399.6148404966794,0,0,-399.5732781824431,0,0,-399.50710019655395,0,0
1223,3,1,-484.1100826001939,0,1,0,700,0.05,-414.50603839203023,1,0,-420.6006195293098,0,7,-555.7193745664047,9,7,-615.5188672940411,0,72,-414.2055132191851,1,0
1224,5,1,-399.4664666941918,0,1,0,700,0.05,-399.3881151753512,0,0,-399.36131533610467,0,0,-399.52928338249086,0,0,-399.49801077337224,0,0,-399.55560880363976,0,0
1225,4,0,-416.2112352299088,0,1,0,700,0.05,-450.91480262224076,0,17,-399.9736556787092,0,0,-400.048562471787,0,0,-415.0585595525212,1,0,-415.0605958242845,1,0
1226,2,1,-399.25551924143883,0,1,0,700,0.05,-398.76376819899025,0,0,-399.0957535795191,0,0,-399.07882698571194,0,0,-399.3945247798302,0,0,-399.94472266314295,0,0
1227,1,1,-408.06264399890716,0,1,0,700,0.05,-398.50147875842697,0,0,-398.9873500687449,0,0,-399.14042067640275,0,0,-444.43573196055536,3,0,-399.2482385304058,0,0
1228,1,1,240.29290364999343,1,0,0,13,0.05,240.28735318845227,0,0,240.28939610856978,0,0,240.29382097859676,0,0,240.29618523072057,0,0,240.2977627436278,0,0
1229,1,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
1230,6,1,-399.3109927607114,0,1,0,700,0.05,-399.2264164320974,0,0,-399.40605889257114,0,0,-399.4726868707176,0,0,-399.3281333619342,0,0,-399.12166824623705,0,0
1231,0,0,-30.73543983157859,1,0,0,358,0.05,-30.744207134508855,0,0,-30.768723999496274,0,0,-30.716138835697933,0,0,-30.7425440721762,0,0,-30.705585116013822,0,0
1232,5,0,-145.7220484962337,1,0,0,371,0.05,-40.90623522172697,0,0,-41.15475667790537,0,0,-40.63346773596069,0,0,-130.60781315887976,6,0,-475.30796968669733,29,0
1233,4,1,-422.82846704684755,0,1,0,700,0.05,-471.7591181351362,0,24,-436.0834126827359,0,12,-400.08295904517576,0,0,-406.0837436190332,0,2,-400.1331017521582,0,0
1234,7,1,-400.613215787202,0,1,0,700,0.05,-399.5573109277102,0,0,-402.56500340404125,0,1,-399.44954757898535,0,0,-399.31329599450805,0,0,-402.18092103076776,0,1
1235,1,0,-429.58111729252994,0,1,0,700,0.05,-443.86296149858,3,0,-428.8490282261082,2,0,-476.9280496603628,0,26,-398.8779216539805,0,0,-399.38762542362167,0,0
1236,7,0,-399.3894753048779,0,1,0,700,0.05,-399.2566706641875,0,0,-399.40794716919555,0,0,-399.4237047788322,0,0,-399.45669399722954,0,0,-399.4023599149461,0,0
1237,6,0,-427.48570353619084,0,1,0,700,0.05,-479.9524544394916,1,23,-398.93981463417214,0,0,-459.5102241252682,4,0,-399.550189919437,0,0,-399.4758345625866,0,0
1238,0,1,-416.0821190642404,0,1,0,700,0.05,-420.1821904037551,0,7,-399.4851512609773,0,0,-399.19956426968355,0,0,-414.2773056170832,0,5,-447.26638376970163,0,16
1239,3,0,-418.83377884627345,0,1,0,700,0.05,-420.2697931350815,0,7,-465.6464766195181,2,12,-399.67965745591715,0,0,-399.79561985467194,0,0,-408.7773471661779,0,3
1240,2,0,-488.9287810113552,0,1,0,700,0.05,-594.6067073721845,0,65,-510.49694215190453,0,37,-417.40884981335205,0,6,-405.72739615272917,0,2,-516.404009566603,0,39
1241,3,1,-402.9020400213684,0,1,0,700,0.05,-414.83158117065324,0,5,-399.90705110103374,0,0,-399.9073947972776,0,0,-399.92758826605814,0,0,-399.93658477181907,0,0
1242,5,1,-399.34046258715125,0,1,0,700,0.05,-399.15397017795766,0,0,-399.47665423178375,0,0,-399.44153253607436,0,0,-399.3904910812535,0,0,-399.2396649086885,0,0
1243,4,0,-417.13343286704037,0,1,0,700,0.05,-398.85342901828216,0,0,-399.3249127065288,0,0,-399.1980018932508,0,0,-399.078177316222,0,0,-489.2126434009156,6,0
1244,2,1,-399.3273820380269,0,1,0,700,0.05,-399.47458208966907,0,0,-399.40272682414144,0,0,-399.3691813416503,0,0,-399.317962480101,0,0,-399.0724574545751,0,0
1245,1,1,-432.3534710136568,0,1,0,700,0.05,-399.16011107858384,0,0,-504.3602976012531,7,0,-459.35340600056935,4,0,-399.42144671939445,0,0,-399.4720936684859,0,0
1246,6,1,-404.09418571384316,0,1,0,700,0.05,-420.55623870281465,0,7,-399.9601311908722,0,0,-400.0831189510791,0,0,-399.9912389707183,0,0,-399.8802007537311,0,0
1247,0,0,-401.27384592533724,0,1,0,700,0.05,-399.4312252715611,0,0,-399.68671393584833,0,0,-399.46620533579,0,0,-399.4448588353348,0,0,-408.3402262481539,0,3
1248,5,0,-399.2174458905405,0,1,0,700,0.05,-399.26739602678543,0,0,-399.2574218215764,0,0,-399.304660924647,0,0,-399.0435434908329,0,0,-399.2142071888608,0,0
1249,5,0,245.01084091052076,1,0,0,7,0.05,245.00369806391953,0,0,245.03886972274566,0,0,245.00349125230557,0,0,245.00571575297812,0,0,245.0024297606549,0,0
1250,4,1,-546.0329055095291,0,1,0,700,0.05,-399.31642451234575,0,0,-399.7458516576026,0,0,-399.6689446603403,0,0,-576.5392519982666,11,4,-954.8940547190884,37,0
1251,7,1,-399.6678295749307,0,1,0,700,0.05,-399.04557418978317,0,0,-399.56470990818553,0,0,-400.0084023476012,0,0,-399.8300067992108,0,0,-399.8904546298715,0,0
1252,1,0,-412.17796535431387,0,1,0,700,0.05,-408.3237460267408,0,3,-453.44972046400875,2,8,-399.47889723287796,0,0,-399.6844463663158,0,0,-399.95301668162637,0,0
1253,7,0,-489.41159100775127,0,1,0,700,0.05,-405.31337139302866,0,3,-531.2929198794059,0,44,-711.4136824145945,0,104,-399.44575655048016,0,0,-399.59222480125123,0,0
1254,6,0,-418.1167649288613,0,1,0,700,0.05,-408.7327589437794,0,3,-423.7741700553601,0,8,-429.4341268990131,2,0,-408.4475086785693,0,3,-420.19526006758343,1,2
1255,0,1,-405.15052299241756,0,1,0,700,0.05,-398.6094031799263,0,0,-399.1768715625028,0,0,-399.1791309143752,0,0,-399.1469007598273,0,0,-429.64030854545587,2,0
1256,3,0,-398.93212428616573,0,1,0,700,0.05,-398.6231501315593,0,0,-398.6253480790002,0,0,-398.9435600135835,0,0,-399.0875221919449,0,0,-399.38104101474,0,0
1257,2,0,-457.76885024387326,0,1,0,700,0.05,-459.621109710605,2,10,-624.4573464568743,15,0,-399.6888607973291,0,0,-405.4658031198265,0,2,-399.61113113473164,0,0
1258,3,1,-402.30510057340865,0,1,0,700,0.05,-398.80902057731174,0,0,-399.28558143190907,0,0,-399.22766236418573,0,0,-414.64519922164527,1,0,-399.55803927199236,0,0
1259,5,1,-404.53228906321664,0,1,0,700,0.05,-402.5125069569787,0,1,-423.419850520644,0,8,-399.101788322349,0,0,-398.7915224781027,0,0,-398.83577703800967,0,0
1260,4,0,-399.5983340744168,0,1,0,700,0.05,-399.4375544907536,0,0,-399.7716322652782,0,0,-399.70825846863437,0,0,-399.6163684792251,0,0,-399.4578566681938,0,0
1261,2,1,-471.85039285676254,0,1,0,700,0.05,-488.93537544046484,0,30,-459.17552424886276,4,0,-612.3724265548444,0,71,-399.391355955502,0,0,-399.3772820841398,0,0
1262,1,1,-422.4689243545218,0,1,0,700,0.05,-506.8300243060853,6,6,-398.88637021019207,0,0,-398.9478079977455,0,0,-399.0686473252362,0,0,-408.6117719333497,0,3
1263,6,1,-398.9931366282073,0,1,0,700,0.05,-398.8338016031196,0,0,-398.96271284452183,0,0,-398.94688677142483,0,0,-398.9287703354231,0,0,-399.29351158654566,0,0
1264,0,0,-446.78078089367625,0,1,0,700,0.05,-398.3446230019884,0,0,-398.7164369255404,0,0,-398.6313046851893,0,0,-443.95328705392876,3,0,-594.2582528017357,13,0
1265,5,0,-420.1723503093428,0,1,0,700,0.05,-398.6379138931934,0,0,-398.8115088713555,0,0,-399.30384755486557,0,0,-444.44614114637335,3,0,-459.66234008092704,4,0
1266,4,1,-399.37718162748047,0,1,0,700,0.05,-399.212902438566,0,0,-399.4229801800668,0,0,-399.444731018444,0,0,-399.39843454793447,0,0,-399.40685995239136,0,0
1267,4,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
1268,7,1,-521.4925273620509,0,1,0,700,0.05,-699.3940982465151,20,0,-579.4535815045767,12,0,-468.86202250261,0,23,-459.87659580497467,4,0,-399.8763387515804,0,0
1269,1,0,-399.4738962765036,0,1,0,700,0.05,-399.19775525297405,0,0,-399.35396397846637,0,0,-399.334817289412,0,0,-399.73766212446395,0,0,-399.7452827372037,0,0
1270,7,0,-399.3675093969059,0,1,0,700,0.05,-399.08871675365833,0,0,-399.1460921261317,0,0,-399.5155207052614,0,0,-399.5488130148362,0,0,-399.538404384641,0,0
1271,6,0,-399.2671225896077,0,1,0,700,0.05,-398.9783907060623,0,0,-399.15025845392626,0,0,-399.2572014386601,0,0,-399.49871170138465,0,0,-399.45105064800504,0,0
1272,0,1,-410.93098208913153,0,1,0,700,0.05,-398.5213361850419,0,0,-398.5406920265077,0,0,-458.79265304975974,4,0,-399.14957081897387,0,0,-399.65065836537576,0,0
1273,3,0,-399.1729089040757,0,1,0,700,0.05,-399.0273525268859,0,0,-399.01445879267663,0,0,-399.0334271176724,0,0,-399.4670612206758,0,0,-399.32224486246776,0,0
1274,2,0,-522.5695091278659,0,1,0,700,0.05,-489.85538646157437,0,30,-474.4913508595974,5,0,-549.5809910314848,10,0,-486.43932032752247,5,4,-612.4804969591493,2,61
1275,3,1,-445.63732888951574,0,1,0,700,0.05,-570.5259303105624,0,57,-427.0274935514934,0,9,-411.9720784528581,0,4,-406.3379091142941,0,2,-412.3232330183716,0,4
1276,5,1,-402.1354532942816,0,1,0,700,0.05,-413.6324871153817,1,0,-399.0146740653232,0,0,-399.3780004663799,0,0,-399.2688710873551,0,0,-399.3832337369671,0,0
