episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
6324,6,0,-726.0181918899989,0,1,0,700,0.05,-468.4242085196702,0,23,-441.7549034800569,0,14,-1509.5528776386464,74,0,-405.77246367185313,0,3,-804.5865061397631,27,0
6325,6,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6326,6,1,-412.6969294954856,0,1,0,700,0.05,-399.12998732669956,0,0,-399.39124124478957,0,0,-414.66003605679185,1,0,-450.7557418037336,0,17,-399.54764104541306,0,0
6327,6,0,237.3310007684633,1,0,0,13,0.05,240.30322184656097,0,0,240.2928999117014,0,0,240.34113979930663,0,0,240.40615515299615,0,0,225.31158713175142,0,5
6328,0,0,-405.4162484453609,0,1,0,700,0.05,-428.71715849270447,2,0,-399.11518334575476,0,0,-399.5311712077369,0,0,-399.9051825846936,0,0,-399.81254659591553,0,0
6329,3,0,-437.40043588940006,0,1,0,700,0.05,-399.7215408065624,0,0,-534.6160130499095,9,0,-408.71542559657246,0,3,-399.47379229708747,0,0,-444.47540769686935,0,15
6330,7,0,-405.00456958541025,0,1,0,700,0.05,-398.66609140747175,0,0,-399.257599723842,0,0,-399.6228419373639,0,0,-399.94894097814785,0,0,-427.5273738802294,0,9
6331,2,0,-497.8508671006051,0,1,0,700,0.05,-432.2787981578685,0,11,-555.824131332113,2,42,-424.30317998484384,0,8,-628.4522964864852,8,36,-448.3959295417134,2,6
6332,5,1,-398.8547549014188,0,1,0,700,0.05,-398.54514859093393,0,0,-398.51472315838765,0,0,-398.7726646726651,0,0,-399.21104562569474,0,0,-399.23019245941316,0,0
6333,1,1,-404.4200087491219,0,1,0,700,0.05,-423.5875007121503,0,8,-399.6690295163603,0,0,-399.46373878627526,0,0,-399.8188468250454,0,0,-399.5609279057796,0,0
6334,5,0,-399.01894589833284,0,1,0,700,0.05,-398.59938524118843,0,0,-398.7689444452254,0,0,-399.1319896429751,0,0,-399.20146248755515,0,0,-399.3929476747205,0,0
6335,5,0,175.97944981583714,1,0,0,95,0.05,176.0125652869193,0,0,175.9747511304871,0,0,176.04248460508015,0,0,175.9004592047462,0,0,175.96698885195335,0,0
6336,3,1,-442.6622347950876,0,1,0,700,0.05,-537.7335639435255,0,46,-453.6002867771621,0,18,-399.399836289518,0,0,-399.4255919619452,0,0,-423.15189500328563,0,8
6337,2,1,-429.93135003695994,0,1,0,700,0.05,-443.5220229265636,3,0,-399.00045512587735,0,0,-399.4468248029991,0,0,-399.8532997851303,0,0,-507.8341475442298,7,1
6338,1,0,-595.9332562965881,0,1,0,700,0.05,-1029.2005480223947,42,0,-477.7697201135553,1,21,-654.8478950318721,17,0,-399.85000496427847,0,0,-417.99811335084337,0,6
6339,4,0,-410.82501999442934,0,1,0,700,0.05,-414.51019789864716,0,5,-439.1102218846049,0,13,-400.1109315859315,0,0,-400.2108348803829,0,0,-400.18291372258085,0,0
6340,4,1,-411.48220280926853,0,1,0,700,0.05,-398.7648320328583,0,0,-398.85973817998257,0,0,-399.41064950218555,0,0,-414.94248995459736,0,5,-445.43330437672176,0,15
6341,7,1,-417.6695656777446,0,1,0,700,0.05,-399.01194766314944,0,0,-399.4396477299336,0,0,-489.7316194110926,6,0,-399.9299989693161,0,0,-400.23461461523056,0,0
6342,4,0,202.74755983002672,1,0,0,51,0.05,210.7812057601297,0,0,210.77122345780418,0,0,210.72674548458878,0,0,210.2533285379209,0,0,171.2052959096899,0,13
6343,0,1,-399.1786242662799,0,1,0,700,0.05,-398.63487285544363,0,0,-398.995877389052,0,0,-398.9934263773097,0,0,-399.59310108289833,0,0,-399.6758436266958,0,0
6344,6,1,-399.9979504678357,0,1,0,700,0.05,-398.65286637345946,0,0,-399.07320556899026,0,0,-399.548388370808,0,0,-399.9023063846157,0,0,-402.8129856413033,0,1
6345,6,0,-517.1311400801416,0,1,0,700,0.05,-582.0663583045,0,61,-429.41813074086593,2,0,-501.74326154503353,3,19,-414.64285643759763,1,0,-657.7850933727098,13,21
6346,0,0,-413.1442270493341,0,1,0,700,0.05,-432.85288921267255,0,12,-432.84597531504187,0,11,-400.0188174829715,0,0,-400.00562917968125,0,0,-399.9978240563035,0,0
6347,3,0,-416.14362029042485,0,1,0,700,0.05,-399.47525051633806,0,0,-399.35720705792676,0,0,-453.0801143453369,0,18,-399.32103890789483,0,0,-429.484490624628,2,0
6348,7,0,-414.11988221742166,0,1,0,700,0.05,-398.6814309895388,0,0,-434.8695035282886,0,12,-399.02609058787533,0,0,-411.5313299385178,0,4,-426.49105604288746,0,9
6349,2,0,-515.5014172761519,0,1,0,700,0.05,-512.6997550036447,0,38,-401.76679809743797,0,1,-774.2120528244782,25,0,-489.257024450091,6,0,-399.5714560051063,0,0
6350,5,1,-424.1387762600076,0,1,0,700,0.05,-444.7114260155474,0,15,-441.8189779332288,0,14,-430.3165723820042,0,10,-400.4690663829222,0,0,-403.37783858633753,0,1
6351,1,1,-438.56572123091956,0,1,0,700,0.05,-399.37472237080584,0,0,-399.5239926640676,0,0,-399.82272267560404,0,0,-576.6032120704169,0,59,-417.5039563737017,0,6
6352,5,0,-807.8217199337216,0,1,0,700,0.05,-1146.8422650470714,0,250,-711.6363672623553,0,104,-432.9524128860702,1,6,-1341.6989537153913,60,14,-405.97860075771774,0,2
6353,3,1,-399.64559941261325,0,1,0,700,0.05,-399.4674617722438,0,0,-399.58996893946187,0,0,-399.6306173934274,0,0,-399.74680569071865,0,0,-399.7931432672139,0,0
6354,2,1,-405.1653998902286,0,1,0,700,0.05,-417.78444284575016,0,6,-408.7838907648355,0,3,-399.7025819640456,0,0,-399.796155162401,0,0,-399.7599287141126,0,0
6355,1,0,-398.85611904653206,0,1,0,700,0.05,-398.6006908091131,0,0,-398.6284225675369,0,0,-398.8842483697697,0,0,-398.82397259835733,0,0,-399.3432608878836,0,0
6356,4,1,-417.86675617977795,0,1,0,700,0.05,-491.9964345665727,0,31,-399.1844690555489,0,0,-399.4916884746966,0,0,-399.2983264465134,0,0,-399.3628623555584,0,0
6357,7,1,-468.76054700948066,0,1,0,700,0.05,-414.7104731053424,1,0,-654.7048031116415,17,0,-441.72231179844385,1,9,-432.7520181090386,0,11,-399.913128922938,0,0
6358,4,0,-495.37938531374033,0,1,0,700,0.05,-399.3369977088447,0,0,-429.1980385191277,0,10,-738.4697579712234,0,113,-402.5142334249835,0,1,-507.3778989445176,7,1
6359,0,1,-403.39884578631273,0,1,0,700,0.05,-402.6149571178977,0,1,-414.7490142044971,0,5,-399.6867109661723,0,0,-399.71391676934206,0,0,-400.2296298736535,0,0
6360,0,1,231.3963939395551,1,0,0,23,0.05,232.59757648740438,0,0,232.5800678013274,0,0,232.53550464039074,0,0,232.66061732749702,0,0,226.60820344115587,0,2
6361,6,1,-408.49526959220015,0,1,0,700,0.05,-444.47191871790557,0,15,-399.6035839858276,0,0,-399.54721438212374,0,0,-399.3063149604267,0,0,-399.54731591471835,0,0
6362,6,0,-437.02576789677596,0,1,0,700,0.05,-408.266247895471,0,3,-398.9951244131653,0,0,-444.2233339234071,3,0,-519.3690046271713,8,0,-414.2751286246656,1,0
6363,0,0,-431.71423660524187,0,1,0,700,0.05,-412.9731178769958,1,0,-398.5259492384031,0,0,-398.7780952519627,0,0,-488.8991924270194,6,0,-459.3948282318299,4,0
6364,3,0,-401.1093653650403,0,1,0,700,0.05,-399.05110560286556,0,0,-399.3979368830158,0,0,-405.52988792157197,0,2,-399.31126619330325,0,0,-402.2566302244452,0,1
6365,3,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6366,7,0,-402.31243785129226,0,1,0,700,0.05,-399.24812184727574,0,0,-414.386654087179,0,5,-399.237460393574,0,0,-399.37199136058945,0,0,-399.3179615678429,0,0
6367,2,0,-452.7693758965974,0,1,0,700,0.05,-621.7479379800656,0,74,-441.84553184864484,0,14,-400.0268233702966,0,0,-399.93973313995184,0,0,-400.28685314402617,0,0
6368,5,1,-569.0228158389921,0,1,0,700,0.05,-861.6149907751247,30,4,-495.53786013314414,5,7,-687.8878661043138,0,97,-400.03228517099427,0,0,-400.0410770113852,0,0
6369,1,1,-464.6011054342403,0,1,0,700,0.05,-398.86398538458553,0,0,-399.1443063229738,0,0,-399.39325979694206,0,0,-636.4282631154978,5,54,-489.1757125512008,6,0
6370,5,0,-419.60933124792683,0,1,0,700,0.05,-407.80724035790666,0,3,-417.17152424280874,0,6,-459.19764559744334,4,0,-399.4939453136459,0,0,-414.37630072782775,1,0
6371,3,1,-398.75290964907407,0,1,0,700,0.05,-398.35664079627946,0,0,-398.4901244211105,0,0,-398.7933661671139,0,0,-398.7929120301232,0,0,-399.3315048307435,0,0
6372,2,1,-440.6675403516359,0,1,1,700,0.05,-414.291229519066,1,0,-516.4662702069716,0,39,-414.33054876663954,1,0,-444.0546427552838,4,0,-414.19501051021854,1,0
6373,1,0,-515.8869071561933,0,1,0,700,0.05,-459.14843126496567,4,0,-459.4477553009881,4,0,-594.5585718918849,13,0,-477.6963517977451,0,26,-588.58342552538,0,63
6374,4,1,-575.747471394344,0,1,0,700,0.05,-398.1132952289168,0,0,-398.68915601756356,0,0,-818.8843732749452,28,0,-864.0164457383124,31,0,-399.0340867119799,0,0
6375,7,1,-402.31868159830003,0,1,0,700,0.05,-399.03449599737627,0,0,-399.4250956231617,0,0,-399.42710851127686,0,0,-399.4038462889712,0,0,-414.3028615707125,1,0
6376,4,0,-447.68337477249355,0,1,0,700,0.05,-398.8247542337749,0,0,-489.38990796747254,0,30,-534.8989570359264,0,45,-415.19489003536256,0,5,-400.10836458993333,0,0
6377,0,1,-431.98330307918854,0,1,0,700,0.05,-443.724539372592,2,5,-518.9210642443485,8,0,-398.82564336154843,0,0,-399.0318621092347,0,0,-399.4134063082162,0,0
6378,6,1,-579.5038351434692,0,1,0,700,0.05,-522.0798892650134,0,41,-564.4693956384754,0,55,-444.3618059348695,3,0,-870.6714050794026,26,27,-495.936679799583,2,22
6379,6,0,-777.2025872478642,0,1,0,700,0.05,-573.6387185147096,0,58,-537.5874306002654,0,46,-564.9353706994098,11,0,-1809.915953571868,94,0,-399.93546285306945,0,0
6380,0,0,-427.30532608227486,0,1,0,700,0.05,-474.1868926771092,5,0,-399.2224561693632,0,0,-399.6476694169474,0,0,-430.1856353198061,0,10,-433.2839768281468,0,11
6381,3,0,-406.4341786585866,0,1,0,700,0.05,-400.9482823854121,0,1,-428.4907101597563,2,0,-398.7026635835046,0,0,-404.87018779384795,0,2,-399.15904937041137,0,0
6382,7,0,-653.3107863234864,0,1,0,700,0.05,-1254.4859300599214,0,286,-516.6507736201761,0,39,-444.32701156992647,0,15,-402.44483552875516,0,1,-648.6453808386533,0,83
6383,2,0,-406.51451980022097,0,1,0,700,0.05,-399.55131612284555,0,0,-399.6407182270526,0,0,-399.6616888686674,0,0,-433.2789577134015,0,11,-400.43991806913715,0,0
6384,5,1,-399.4254089482069,0,1,0,700,0.05,-399.23328379599775,0,0,-399.4479641490842,0,0,-399.38996743156133,0,0,-399.61291040540937,0,0,-399.4429189589823,0,0
6385,1,1,-408.6297476855761,0,1,0,700,0.05,-399.60770599809445,0,0,-414.54158758664806,1,0,-429.59035363475033,2,0,-399.5260945371445,0,0,-399.8829966712427,0,0
6386,5,0,-480.10686851875755,0,1,0,700,0.05,-602.4741516736264,0,68,-413.9324728552863,1,0,-524.969262948254,0,42,-399.4604159649108,0,0,-459.6980391517071,0,20
6387,3,1,-423.17986516458274,0,1,0,700,0.05,-398.5146173701278,0,0,-398.9988469789388,0,0,-399.3836897403113,0,0,-399.67534425286976,0,0,-519.3268274806682,8,0
6388,2,1,-797.662945388199,0,1,0,700,0.05,-755.979359983663,9,74,-689.6853347442873,19,2,-1100.3390500094138,46,4,-938.573443106381,36,0,-503.73753909725224,7,0
6389,1,0,-399.38968996625084,0,1,0,700,0.05,-399.4110354738015,0,0,-399.6229886496387,0,0,-399.4122797825933,0,0,-399.20226673261703,0,0,-399.2998791926029,0,0
6390,1,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6391,4,1,-520.3465410232195,0,1,0,700,0.05,-489.76151654549307,6,0,-654.7846941159726,17,0,-399.8092789307967,0,0,-645.9444827914449,0,82,-411.43273273238907,0,4
6392,7,1,-465.7188309434886,0,1,0,700,0.05,-402.7404023790279,0,1,-585.7131073083485,0,62,-540.7287364115422,0,47,-399.76339367857577,0,0,-399.64851493994837,0,0
6393,4,0,-473.02103438190665,0,1,0,700,0.05,-678.2080481653135,0,93,-480.18591785945637,0,27,-399.2344189343994,0,0,-399.1398383713232,0,0,-408.33694857904146,0,3
6394,0,1,-408.15026973383226,0,1,0,700,0.05,-398.1105185540579,0,0,-398.42624656290695,0,0,-398.4225727101996,0,0,-443.9362715208955,0,15,-401.8557393211004,0,1
6395,6,1,-399.49170670211333,0,1,0,700,0.05,-399.43917578436515,0,0,-399.28301552187065,0,0,-399.59044478164964,0,0,-399.4869642646313,0,0,-399.65893315804885,0,0
6396,6,0,-408.2654602997589,0,1,0,700,0.05,-399.3053323054662,0,0,-399.3171932686273,0,0,-426.6994053225588,0,9,-400.24684062470004,0,0,-415.75852997744533,1,0
6397,0,0,-399.02122261753243,0,1,0,700,0.05,-399.23139879110545,0,0,-399.08574921577826,0,0,-398.90605869478776,0,0,-398.78944739811794,0,0,-399.0934589878704,0,0
6398,3,0,-482.62399998134964,0,1,0,700,0.05,-749.8816872973746,5,92,-399.20952494175987,0,0,-426.4981646209451,0,9,-414.23967607577174,0,5,-423.2909469708962,0,8
6399,7,0,-557.1232096413594,0,1,0,700,0.05,-653.9594667121694,17,0,-549.2700263844945,6,20,-504.5390352946115,0,35,-417.2912722560583,0,6,-660.5562475594631,8,47
6400,0,0,231.64787986104423,1,0,0,18,0.05,236.31605792156373,0,0,236.4051194404209,0,0,236.53020549501792,0,0,236.49638191993637,0,0,212.49163452828242,0,8
6401,2,0,-410.86057246685704,0,1,0,700,0.05,-399.29920947879003,0,0,-423.718632380138,0,8,-399.7179217391511,0,0,-399.4203019577381,0,0,-432.14679677846556,0,11
6402,5,1,-401.9162121240794,0,1,0,700,0.05,-398.2280494629002,0,0,-398.4704939763632,0,0,-398.8855973673189,0,0,-399.3558972453825,0,0,-414.64102256843387,1,0
6403,1,1,-416.604333192604,0,1,0,700,0.05,-426.69162046241036,0,9,-435.65550709248646,0,12,-399.7247240092781,0,0,-399.98879139270184,0,0,-420.96102300614535,0,7
6404,5,0,-398.90002787116964,0,1,0,700,0.05,-398.95287055411956,0,0,-398.91011219640376,0,0,-398.92383649278696,0,0,-398.8902741970151,0,0,-398.82304591552287,0,0
6405,3,1,-417.07087884123484,0,1,0,700,0.05,-413.7579042275504,1,0,-413.97140418170085,1,0,-399.18566145034714,0,0,-459.20228126982505,4,0,-399.2371430767519,0,0
6406,2,1,-580.0527780279477,0,1,0,700,0.05,-603.0838671732766,6,38,-399.40396494257845,0,0,-957.6974759495046,1,181,-459.44185808478954,4,0,-480.63672398958977,5,2
6407,1,0,-424.80867967387456,0,1,0,700,0.05,-495.58983635201014,0,32,-418.10305211960065,0,6,-409.3392245041739,0,3,-400.378678736036,0,0,-400.63260665755206,0,0
6408,4,1,-524.7281368534751,0,1,0,700,0.05,-483.69496068385547,0,28,-501.9163843636584,0,34,-399.9272607132462,0,0,-793.0231848095202,26,1,-445.07889369709335,3,0
6409,7,1,-568.3347323668785,0,1,0,700,0.05,-612.4903389055225,0,71,-432.70741815342643,0,11,-972.788450777183,0,191,-399.8228542932391,0,0,-423.86459970502136,0,8
6410,4,0,-423.13881979422325,0,1,0,700,0.05,-399.2722386913902,0,0,-399.7744767189721,0,0,-399.6545652628575,0,0,-399.9374155782788,0,0,-517.0554027196154,0,39
6411,7,0,-98.25262550332917,1,0,0,445,0.05,-98.29823145446966,0,0,-98.27805058719241,0,0,-98.29170031557518,0,0,-98.07174784542565,0,0,-98.32339731398281,0,0
6412,0,1,-429.2910619918583,0,1,0,700,0.05,-443.5982235597234,0,15,-473.84340704353764,0,25,-404.77474344535756,0,2,-419.635567533375,0,7,-404.60336837729966,0,2
6413,7,0,135.5402403090686,1,0,0,147,0.05,135.53744305146733,0,0,135.6411520965685,0,0,135.3431237317407,0,0,135.67341134006244,0,0,135.50607132550408,0,0
6414,6,1,-431.96515800625076,0,1,0,700,0.05,-398.5685110396955,0,0,-398.9117686993582,0,0,-398.9219941550657,0,0,-459.0010803170885,4,0,-504.42243582004454,7,0
6415,6,0,-500.7286731959608,0,1,0,700,0.05,-765.3651064673916,0,122,-411.9765843329531,0,4,-477.9925991907351,0,26,-418.102314985682,0,6,-430.2067610030424,0,10
6416,3,0,-428.28704650187814,0,1,0,700,0.05,-399.2082637365698,0,0,-435.5469518856093,1,7,-399.6673047908926,0,0,-507.5194731018936,0,36,-399.4932389944251,0,0
6417,0,0,-402.1529854981874,0,1,0,700,0.05,-400.98539177677907,0,1,-398.2396759886847,0,0,-413.8124357405917,1,0,-398.8053755861962,0,0,-398.922048398685,0,0
6418,2,0,-549.0078689908453,0,1,0,700,0.05,-400.0325950887376,0,0,-1020.970760929616,0,207,-432.5167131617202,0,11,-444.48108538456444,0,15,-447.0381903895851,1,11
6419,5,1,-403.5867592307832,0,1,0,700,0.05,-414.5269493780955,0,5,-403.07341838147073,0,1,-400.0792586551901,0,0,-400.0992380380596,0,0,-400.15493170110125,0,0
6420,1,1,-457.82973715433127,0,1,0,700,0.05,-516.5798954037516,0,39,-547.107112560607,0,50,-424.1560432655617,0,8,-400.6788506050042,0,0,-400.62678393673025,0,0
6421,5,0,-489.004577403681,0,1,0,700,0.05,-459.5704136541061,4,0,-597.60332277792,6,36,-456.66139946832453,0,19,-477.5926359224636,4,6,-453.5951151955937,0,18
6422,3,1,-510.00452237621613,0,1,0,700,0.05,-579.7502253945071,0,60,-399.8188602708353,0,0,-685.1013910720482,19,0,-484.5824327287184,4,8,-400.76970241497196,0,0
6423,2,1,-398.8818523910671,0,1,0,700,0.05,-398.29338265176483,0,0,-398.90360856180934,0,0,-398.9242431547352,0,0,-398.9414286567107,0,0,-399.34659893031704,0,0
6424,3,1,240.3094135645074,1,0,0,13,0.05,240.34757449005576,0,0,240.27760780022948,0,0,240.28704661966364,0,0,240.3189809001933,0,0,240.3158580123948,0,0
6425,1,0,-822.9639827815009,0,1,0,700,0.05,-699.4139119858788,0,100,-429.38361029960225,2,0,-420.13609054921056,0,7,-2121.4237338597954,98,84,-444.4625672130227,0,15
6426,4,1,-550.7632887793596,0,1,0,700,0.05,-447.8974334601429,3,1,-597.7859634684407,10,16,-654.5308562378649,7,50,-468.36198467110074,0,23,-585.2402060592524,12,2
6427,7,1,-410.9276801731125,0,1,0,700,0.05,-422.89235695998474,0,8,-417.24580611081984,0,6,-414.7365123246831,0,5,-399.7570646294774,0,0,-400.0066608406011,0,0
6428,4,0,-435.01162754861264,0,1,0,700,0.05,-438.7161345846486,0,13,-402.7441509566856,0,1,-472.32001503059087,0,25,-457.60700312656087,0,19,-403.67083404457475,0,1
6429,0,1,-399.3908844086625,0,1,0,700,0.05,-399.32699506030036,0,0,-399.28079961989926,0,0,-399.54611733222913,0,0,-399.4671089464818,0,0,-399.3334010844047,0,0
6430,7,0,-449.32918284125844,0,1,0,700,0.05,-494.2232522281792,0,32,-473.70252144912206,5,0,-462.1997701989827,0,21,-399.31986124704497,0,0,-417.2005090829636,0,6
6431,6,1,-528.994603380982,0,1,0,700,0.05,-912.398829004639,0,171,-441.67722964200357,0,14,-399.3519097663567,0,0,-483.3563285177032,1,23,-408.1887199742083,0,3
6432,6,0,-581.2876014620075,0,1,0,700,0.05,-699.5871070996925,0,100,-594.5038152508424,0,65,-636.7555892738073,0,79,-522.4082865655425,0,41,-453.18320912015366,2,8
6433,3,0,-404.2456826000239,0,1,0,700,0.05,-399.03018983209546,0,0,-399.05063408548256,0,0,-425.78970641588484,0,9,-398.65922457064823,0,0,-398.6986580960075,0,0
6434,0,0,-405.16448330774364,0,1,0,700,0.05,-414.4646407957906,0,5,-414.5028192390694,0,5,-399.4478310951587,0,0,-398.9437921209929,0,0,-398.46333328770527,0,0
6435,0,0,237.15033905128774,1,0,0,17,0.05,237.39242125812683,0,0,237.1125344754627,0,0,237.07070136023128,0,0,237.0911968401578,0,0,237.08484132246002,0,0
6436,2,0,-569.9265776545595,0,1,0,700,0.05,-438.2384413831035,1,8,-426.749483230559,0,9,-1185.6827723536342,6,232,-399.5455016324585,0,0,-399.4166896730375,0,0
6437,5,1,-463.94776681729627,0,1,0,700,0.05,-441.87787163856785,0,15,-549.8871983323882,4,30,-400.2423558346724,0,0,-409.77277267670456,0,3,-517.9586356041498,0,39
6438,1,1,-479.4023450759905,0,1,0,700,0.05,-675.7796254584289,0,92,-402.74112157901317,0,1,-399.68127161624295,0,0,-399.4694296401369,0,0,-519.3402770861311,0,40
6439,1,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6440,5,0,-464.32598914538823,0,1,0,700,0.05,-444.8009284439659,0,15,-580.1342470491974,0,60,-400.05707321848934,0,0,-493.36153646963186,0,31,-403.27616054565755,0,1
6441,2,1,-620.6834979089139,0,1,0,700,0.05,-903.4445640383917,0,169,-498.65266758398684,0,33,-564.6633414661646,0,55,-736.2619199520243,0,112,-400.3949965040021,0,0
6442,3,1,-431.1444897158553,0,1,0,700,0.05,-405.13370288364655,0,2,-552.046028788518,0,51,-399.28248866583044,0,0,-399.4914769058603,0,0,-399.76875133542114,0,0
6443,1,0,-471.65648586146006,0,1,0,700,0.05,-444.3154033811682,0,15,-429.25965088377944,2,0,-567.7251230463398,0,56,-513.8316386487143,0,38,-403.1506133472977,0,1
6444,4,1,-458.94916354759226,0,1,0,700,0.05,-435.71185628125505,0,12,-436.0315595074242,0,12,-487.2166215588117,0,29,-400.363754101378,0,0,-535.4220262890924,9,0
6445,7,1,-841.05200790834,0,1,0,700,0.05,-1530.4906198665308,6,347,-900.6056257244301,0,167,-669.3700016754178,18,0,-624.5683872713189,0,75,-480.2254050039997,0,27
6446,4,0,-491.74938923023825,0,1,0,700,0.05,-435.79308496926933,0,12,-516.981846222832,0,39,-438.95807633486055,0,13,-631.0249764689229,0,77,-435.9889621553066,0,12
6447,0,1,-432.93904543752643,0,1,0,700,0.05,-486.74863256608495,0,29,-399.7634225309497,0,0,-472.00059639712475,0,24,-406.0917895471795,0,2,-400.09078614629294,0,0
6448,7,0,-399.1347288497867,0,1,0,700,0.05,-398.88985242442124,0,0,-398.8680807220142,0,0,-399.0881208208251,0,0,-399.29374150410865,0,0,-399.5338487775655,0,0
6449,6,1,-410.11723187832825,0,1,0,700,0.05,-411.77750912607206,0,4,-441.5772793118194,0,14,-399.391012276237,0,0,-399.1253294196317,0,0,-398.7150292578826,0,0
6450,6,0,-402.5918588484208,0,1,0,700,0.05,-398.9338698134368,0,0,-414.4740401038845,1,0,-399.82764534451104,0,0,-399.9056244938542,0,0,-399.8181144864185,0,0
6451,3,0,-402.0781159178107,0,1,0,700,0.05,-411.5190895286412,0,4,-399.50552429135104,0,0,-399.4821580111509,0,0,-399.92295984750285,0,0,-399.9608479104067,0,0
6452,0,0,-437.3647912867554,0,1,0,700,0.05,-540.7955373915211,0,47,-399.508856940669,0,0,-399.6274889201336,0,0,-399.5804284588543,0,0,-447.3116447225996,0,16
6453,2,0,-442.59320995474695,0,1,0,700,0.05,-561.1297954391757,0,54,-429.4799028203955,0,10,-402.68590211462305,0,1,-411.4187580638669,0,4,-408.2516913356771,0,3
6454,5,1,-410.70025085606363,0,1,0,700,0.05,-405.8635238694631,0,2,-399.805366952021,0,0,-418.1037152815703,0,6,-429.9835934132377,0,10,-399.7450547640262,0,0
6455,1,1,-399.0693219957219,0,1,0,700,0.05,-399.25451933809256,0,0,-399.1491421590815,0,0,-399.0296675755188,0,0,-398.97297977694893,0,0,-398.9403011289673,0,0
6456,5,1,218.62088534209502,1,0,0,41,0.05,218.6625802072163,0,0,218.59914207599172,0,0,218.7896395074715,0,0,218.590475726521,0,0,218.46258919327457,0,0
6457,5,0,-490.09985290967415,0,1,0,700,0.05,-468.71799696364803,4,3,-426.4957793006532,0,9,-684.485348521667,12,35,-453.4237105876877,0,18,-417.3764291747159,0,6
6458,2,1,-612.7157809462944,0,1,0,700,0.05,-399.5603384720502,0,0,-864.7337837223241,31,0,-984.7081454566508,39,0,-414.68408039579816,1,0,-399.8925566846488,0,0
6459,3,1,-475.25444976620486,0,1,0,700,0.05,-591.6952463282552,0,64,-555.5557385858939,0,52,-399.758814971191,0,0,-429.6328673342392,0,10,-399.6295816114441,0,0
6460,1,0,-415.85540406044595,0,1,1,700,0.05,-422.7450309402659,0,8,-425.8098823478635,0,9,-431.79616354964895,0,11,-399.19126491347674,1,0,-399.7346785509751,0,0
6461,4,1,-401.6588156462947,0,1,0,700,0.05,-408.847569025834,0,3,-399.9234810155282,0,0,-399.9319794490915,0,0,-399.85213900835515,0,0,-399.7389097326657,0,0
6462,7,1,-414.08561285723806,0,1,0,700,0.05,-398.5239711198237,0,0,-399.0631280747195,0,0,-399.18753536399976,0,0,-399.3418702910367,0,0,-474.3115594366095,5,0
6463,4,0,-483.35076936487366,0,1,0,700,0.05,-429.0385878828047,2,0,-534.2310433561552,9,0,-459.4833347677575,4,0,-504.4951363085241,7,0,-489.50574450912694,6,0
6464,0,1,-466.76220282499565,0,1,0,700,0.05,-709.9478581937974,0,104,-425.5010939398553,0,9,-399.0240237057622,0,0,-399.53956577700404,0,0,-399.7984725085584,0,0
6465,7,0,-399.25159642851384,0,1,0,700,0.05,-399.3589721246801,0,0,-399.1932176068969,0,0,-399.26016235759994,0,0,-399.0587410748777,0,0,-399.38688897851523,0,0
6466,6,1,-763.2907669997549,0,1,0,700,0.05,-1227.8705027494816,0,277,-460.0932108160251,0,20,-571.2329077238592,0,57,-1120.6793735927483,0,241,-436.57784011666104,0,12
6467,6,0,-398.9106980666049,0,1,0,700,0.05,-398.35324890586656,0,0,-398.6294746519038,0,0,-398.711783624918,0,0,-399.1911964118645,0,0,-399.6677867384724,0,0
6468,6,1,230.96108170513597,1,0,0,25,0.05,231.20324961198065,0,0,230.90382361258588,0,0,230.81628995798482,0,0,230.75633478174987,0,0,231.1257105613787,0,0
6469,3,0,-467.26876188540945,0,1,0,700,0.05,-399.15978746128354,0,0,-549.6285903194262,0,50,-492.5681078163981,0,31,-405.54470638933725,0,2,-489.44261744060105,6,0
6470,6,0,230.0703392931216,1,0,0,26,0.05,230.12165210037662,0,0,230.06453657462848,0,0,230.0038155808422,0,0,230.03211400648416,0,0,230.1295782032766,0,0
6471,0,0,-462.8856720192329,0,1,0,700,0.05,-419.74688203527165,0,7,-581.9568872974933,12,1,-429.5043389546951,2,0,-399.50415297686794,0,0,-483.71609883183805,4,8
6472,0,0,212.92801383194956,1,0,0,48,0.05,212.97911806927453,0,0,212.99447471426407,0,0,212.73405734381876,0,0,212.91864981617906,0,0,213.01376921621144,0,0
6473,2,0,-405.30767216059087,0,1,0,700,0.05,-399.19999624502594,0,0,-429.41097326555473,0,10,-399.3598011593914,0,0,-399.31323832630017,0,0,-399.25435180668,0,0
